"","Domain","Elevation","Year","Pop","Pop2","Indv","n","Temperature"
"988","Yellow",1295,2018,"LaLoma","LaLoma18","LaLom_3","Temp5",18.1
"989","Yellow",1310,2018,"LaLoma","LaLoma18","LaLom_4","Temp5",20.3
"990","Yellow",1299,2018,"LaLoma","LaLoma18","LaLom_5","Temp5",18.3
"991","Yellow",1298,2018,"LaLoma","LaLoma18","LaLom_6","Temp5",18.9
"992","Red",1347,2018,"Palmas","Palm18","Palmas_1","Temp5",20.4
"993","Red",1352,2018,"Palmas","Palm18","Palmas_2","Temp5",21.2
"994","Red",1367,2018,"Palmas","Palm18","Palmas_3","Temp5",18.2
"995","Red",1358,2018,"Palmas","Palm18","Palmas_4","Temp5",20.6
"996","Red",1363,2018,"Palmas","Palm18","Palmas_5","Temp5",16.8
"997","Red",1393,2018,"Palmas","Palm18","Palmas_6","Temp5",22.7
"998","Red",1392,2018,"Palmas","Palm18","Palmas_7","Temp5",19.8
"999","Red",1390,2018,"Palmas","Palm18","Palmas_8","Temp5",21.3
"1000","Red",1389,2018,"Palmas","Palm18","Palmas_9","Temp5",19.6
"1001","Red",1403,2018,"Palmas","Palm18","Palmas_10","Temp5",20.6
"1002","Red",1393,2018,"Palmas","Palm18","Palmas_11","Temp5",22.3
"1003","Red",1433,2018,"LagLon","LagLon18","LagLon_1","Temp5",22.3
"1004","Red",1440,2018,"LagLon","LagLon18","LagLon_2","Temp5",21.9
"1005","Red",1410,2018,"LagLon","LagLon18","LagLon_3","Temp5",20.8
"1006","Red",1456,2018,"LagLon","LagLon18","LagLon_4","Temp5",21.5
"1007","Red",1454,2018,"LagLon","LagLon18","LagLon_5","Temp5",19.9
"1008","Red",1479,2018,"LagLon","LagLon18","LagLon_6","Temp5",20.2
"1009","Red",1490,2018,"LagLon","LagLon18","LagLon_7","Temp5",19.8
"1010","Red",1492,2018,"LagLon","LagLon18","LagLon_8","Temp5",20.2
"1011","Red",1523,2018,"LagLon","LagLon18","LagLon_9","Temp5",21.5
"1012","Red",1524,2018,"LagLon","LagLon18","LagLon_10","Temp5",20
"1013","Red",1518,2018,"LagLon","LagLon18","LagLon_11","Temp5",22.8
"1014","Red",1469,2018,"LagLon","LagLon18","LagLon_12","Temp5",22.8
"1015","Blue",2109,2018,"AmpLag","AmpLag18","Amp_Lag1","Temp5",20.6
"1016","Blue",2101,2018,"AmpLag","AmpLag18","Amp_Lag2","Temp5",18.9
"1017","Blue",2089,2018,"AmpLag","AmpLag18","Amp_Lag3","Temp5",19.9
"1018","Blue",2184,2018,"AmpLag","AmpLag18","Amp_Lag4","Temp5",19.9
"1019","Blue",2109,2018,"AmpLag","AmpLag18","Amp_Lag5","Temp5",20.4
"1020","Blue",2210,2018,"AmpLag","AmpLag18","Amp_Lag6","Temp5",20.6
"1021","Blue",2212,2018,"AmpLag","AmpLag18","Amp_Lag7","Temp5",19.7
"1022","Blue",2210,2018,"AmpLag","AmpLag18","Amp_Lag8","Temp5",21.3
"1023","Blue",2217,2018,"AmpLag","AmpLag18","Amp_Lag9","Temp5",20.7
"1024","Blue",2211,2018,"AmpLag","AmpLag18","Amp_Lag10","Temp5",20.1
"1025","Blue",2208,2018,"AmpLag","AmpLag18","Amp_Lag11","Temp5",20
"1026","Blue",2082,2017,"AmpLag","AmpLag17","Amp_Lag5","Temp4",25.2
"1027","Blue",2125,2017,"AmpLag","AmpLag17","Amp_Lag6","Temp4",24
"1028","Blue",2126,2017,"AmpLag","AmpLag17","Amp_Lag7","Temp4",24.8
"1029","Blue",2122,2017,"AmpLag","AmpLag17","Amp_Lag8","Temp4",19.2
"1030","Blue",2125,2017,"AmpLag","AmpLag17","Amp_Lag9","Temp4",24
"1031","Blue",2103,2017,"AmpLag","AmpLag17","Amp_Lag10","Temp4",24.6
"1032","Blue",2131,2017,"AmpLag","AmpLag17","Amp_Lag11","Temp4",24.2
"1033","Blue",2130,2017,"AmpLag","AmpLag17","Amp_Lag12","Temp4",27.3
"1034","Blue",2116,2017,"AmpLag","AmpLag17","Amp_Lag1","Temp5",24.4
"1035","Blue",2115,2017,"AmpLag","AmpLag17","Amp_Lag2","Temp5",24
